FIR_ID,Victim_ID
FIR001035,V00954
FIR002751,V02669
FIR008388,V00779
FIR008154,V01931
FIR007696,V00913
FIR002878,V01957
FIR008026,V01273
FIR004043,V00294
FIR003598,V00359
FIR002256,V02869
FIR009139,V02752
FIR008614,V02426
FIR000968,V01960
FIR008603,V01920
FIR002828,V01093
FIR009544,V02875
FIR009931,V00984
FIR004419,V00642
FIR002127,V02423
FIR003208,V00263
FIR007537,V00670
FIR002033,V02598
FIR007067,V01325
FIR006031,V01828
FIR000472,V00668
FIR003002,V00615
FIR004775,V01960
FIR000135,V02972
FIR001277,V01107
FIR007085,V01289
FIR006974,V01264
FIR004950,V01262
FIR007363,V00952
FIR006342,V01190
FIR007484,V00190
FIR003347,V02817
FIR007391,V01435
FIR003950,V02220
FIR006323,V02804
FIR009685,V00594
FIR003219,V01741
FIR008549,V01967
FIR000622,V00574
FIR004263,V00191
FIR002481,V00922
FIR004347,V00324
FIR004707,V02076
FIR007012,V02955
FIR001933,V02219
FIR005676,V02234
FIR009305,V02619
FIR001415,V01551
FIR005829,V02920
FIR003201,V00678
FIR009722,V00158
FIR007334,V00580
FIR000797,V02188
FIR003746,V01177
FIR006574,V01035
FIR005677,V00109
FIR001377,V00687
FIR004945,V02122
FIR008839,V00930
FIR007732,V01936
FIR004075,V01156
FIR005696,V02802
FIR006717,V02382
FIR005903,V01721
FIR003021,V01057
FIR005075,V02663
FIR001408,V02412
FIR000030,V02394
FIR005725,V00090
FIR005043,V02351
FIR000963,V01289
FIR004132,V00361
FIR006053,V01113
FIR007768,V01067
FIR006539,V01616
FIR000390,V00740
FIR000075,V00942
FIR004915,V00585
FIR003453,V02617
FIR004013,V01151
FIR001098,V02106
FIR008555,V00887
FIR002046,V02012
FIR002156,V01915
FIR004890,V00992
FIR003145,V00592
FIR007897,V00101
FIR008511,V01075
FIR000419,V01467
FIR003172,V01277
FIR006565,V02322
FIR007885,V01224
FIR006450,V02710
FIR004989,V01719
FIR008658,V00778
FIR007686,V00357
FIR002647,V01773
FIR004971,V00248
FIR002739,V02687
FIR002355,V00453
FIR003129,V02239
FIR002781,V02032
FIR007119,V02818
FIR007512,V00103
FIR008469,V01247
FIR005744,V02901
FIR004775,V01674
FIR009934,V01303
FIR006605,V01228
FIR008553,V02699
FIR004483,V01434
FIR001581,V00492
FIR003149,V02290
FIR001441,V01801
FIR007989,V01136
FIR008619,V02095
FIR009129,V00938
FIR000327,V01955
FIR004375,V00009
FIR004215,V02467
FIR004146,V00017
FIR000418,V01403
FIR006372,V00025
FIR008946,V00067
FIR000156,V00938
FIR001913,V01279
FIR000781,V01748
FIR002515,V00756
FIR004286,V01036
FIR003631,V02449
FIR000983,V00372
FIR001172,V01144
FIR006333,V00651
FIR009080,V01908
FIR006971,V01402
FIR002622,V02817
FIR001356,V01662
FIR002041,V00430
FIR006527,V01343
FIR009824,V01509
FIR003697,V00106
FIR004209,V01569
FIR001868,V00409
FIR005617,V01135
FIR004267,V01320
FIR007953,V01862
FIR002220,V01319
FIR007747,V01410
FIR001095,V01669
FIR004920,V02083
FIR004104,V00809
FIR005411,V02828
FIR001670,V01495
FIR003159,V02072
FIR005602,V02799
FIR000245,V00928
FIR007402,V02678
FIR000990,V00301
FIR007292,V01228
FIR007385,V01890
FIR000124,V00690
FIR001744,V02572
FIR007993,V01656
FIR000859,V00861
FIR005980,V01703
FIR008425,V00483
FIR005221,V02589
FIR004794,V00837
FIR007321,V02412
FIR008872,V02135
FIR004981,V00319
FIR003311,V00405
FIR000304,V02043
FIR009113,V02996
FIR005429,V01716
FIR008540,V01846
FIR001203,V02686
FIR002452,V02898
FIR005219,V02634
FIR007506,V00095
FIR000073,V01465
FIR004182,V00817
FIR007429,V02804
FIR004831,V02124
FIR007534,V00007
FIR000285,V00998
FIR003913,V02906
FIR002327,V02441
FIR000692,V00630
FIR003329,V01704
FIR000133,V00796
FIR005581,V01726
FIR008468,V02316
FIR000317,V02715
FIR005518,V01072
FIR003110,V01368
FIR006325,V01065
FIR002903,V00733
FIR006729,V00596
FIR008464,V00557
FIR000752,V01731
FIR006264,V01003
FIR001439,V00950
FIR009475,V00074
FIR004310,V01907
FIR000473,V01384
FIR000260,V00615
FIR009007,V01183
FIR000860,V00487
FIR000265,V01148
FIR001994,V00573
FIR007451,V02091
FIR008652,V01642
FIR003234,V02909
FIR008405,V01370
FIR004399,V02461
FIR003337,V01144
FIR005396,V02476
FIR001795,V02090
FIR005987,V01402
FIR005179,V01941
FIR001009,V02483
FIR008540,V00908
FIR003856,V01298
FIR007597,V00491
FIR007879,V02149
FIR003280,V00255
FIR000114,V00694
FIR009996,V01237
FIR001948,V00703
FIR001462,V02837
FIR004467,V01469
FIR009554,V02658
FIR002620,V00322
FIR009010,V01366
FIR009076,V02404
FIR004724,V02826
FIR002141,V00526
FIR001805,V00470
FIR009742,V01357
FIR001122,V00638
FIR007898,V02609
FIR007082,V02403
FIR004405,V01381
FIR006014,V00323
FIR009393,V01038
FIR003741,V00401
FIR007863,V01728
FIR000443,V01358
FIR006798,V02715
FIR004200,V02971
FIR001664,V00130
FIR001355,V02632
FIR004059,V01097
FIR001331,V02970
FIR006062,V02687
FIR002658,V01274
FIR004082,V00907
FIR001904,V02436
FIR005479,V00348
FIR000797,V02362
FIR002335,V00741
FIR003361,V00148
FIR006300,V01657
FIR006588,V00971
FIR008773,V01263
FIR002435,V00933
FIR002432,V02053
FIR003865,V01412
FIR009633,V00308
FIR000444,V02544
FIR001508,V01327
FIR001713,V01108
FIR007750,V01782
FIR003794,V00207
FIR007723,V02318
FIR008716,V01080
FIR009975,V00531
FIR009272,V00002
FIR008740,V01668
FIR005357,V01113
FIR000998,V01931
FIR005071,V02676
FIR004619,V02353
FIR003120,V00709
FIR009016,V01770
FIR008627,V02285
FIR007654,V00482
FIR000837,V00399
FIR006487,V01193
FIR006834,V00105
FIR006022,V00798
FIR001953,V01262
FIR006191,V01762
FIR002185,V02844
FIR007002,V01176
FIR009012,V01414
FIR000888,V00441
FIR009650,V02905
FIR007555,V01173
FIR006333,V00385
FIR003338,V01030
FIR002963,V00299
FIR004978,V01928
FIR000738,V01513
FIR001837,V01087
FIR002160,V02951
FIR000005,V01633
FIR002995,V00333
FIR003940,V02303
FIR006113,V00148
FIR002454,V01288
FIR007436,V02321
FIR007999,V00293
FIR000923,V02737
FIR008280,V01328
FIR005270,V02098
FIR006064,V02901
FIR007755,V02291
FIR006373,V02657
FIR006650,V01141
FIR007267,V00158
FIR007994,V00525
FIR004148,V02181
FIR006519,V01796
FIR007412,V00028
FIR005887,V00332
FIR000900,V02611
FIR007538,V00109
FIR004804,V02077
FIR006084,V00252
FIR004390,V00159
FIR000392,V00344
FIR008873,V02381
FIR002841,V00753
FIR004458,V02437
FIR004875,V02072
FIR006568,V00006
FIR000855,V02297
FIR003017,V00872
FIR006735,V02241
FIR008657,V01568
FIR003198,V01312
FIR002872,V00074
FIR008160,V00022
FIR008587,V00720
FIR003486,V01928
FIR003130,V01652
FIR001068,V00264
FIR002644,V00465
FIR002690,V02850
FIR000809,V02965
FIR005700,V02837
FIR001686,V00988
FIR002692,V02716
FIR007535,V00948
FIR008468,V00720
FIR001100,V00627
FIR006729,V01563
FIR003810,V00710
FIR005143,V00859
FIR007543,V01913
FIR009883,V02889
FIR000523,V00806
FIR008107,V01580
FIR000965,V02826
FIR005070,V02494
FIR001222,V02115
FIR008528,V00828
FIR008610,V01316
FIR007829,V00193
FIR008872,V00778
FIR008783,V01833
FIR006660,V01797
FIR006355,V02396
FIR007728,V00072
FIR004957,V00238
FIR007176,V01312
FIR007753,V01613
FIR004193,V01178
FIR002006,V02460
FIR008403,V02228
FIR002340,V00746
FIR008006,V01780
FIR002522,V02246
FIR000274,V01704
FIR000893,V00454
FIR009651,V02677
FIR001439,V02999
FIR001305,V00798
FIR001109,V02821
FIR009404,V00545
FIR000598,V02537
FIR003083,V00835
FIR000240,V00906
FIR007037,V00837
FIR001410,V02480
FIR006113,V00489
FIR003842,V02670
FIR008413,V00079
FIR007642,V00568
FIR001701,V00763
FIR008281,V02952
FIR009131,V00896
FIR004050,V02163
FIR002847,V02954
FIR004808,V01021
FIR008571,V02940
FIR002688,V00304
FIR003732,V00623
FIR004562,V01440
FIR007718,V02930
FIR006327,V02573
FIR005077,V02340
FIR009444,V01193
FIR009428,V01344
FIR000245,V01477
FIR000407,V00160
FIR006150,V00328
FIR005291,V01733
FIR003726,V00018
FIR003078,V02692
FIR007923,V00374
FIR002554,V02052
FIR003268,V01617
FIR004945,V02405
FIR008206,V00120
FIR000651,V02989
FIR007456,V02177
FIR005124,V02203
FIR007845,V01381
FIR004104,V00001
FIR000809,V00296
FIR003376,V01469
FIR001733,V01390
FIR003264,V01926
FIR001483,V01294
FIR000807,V02256
FIR000714,V02117
FIR003380,V02505
FIR007731,V02309
FIR005505,V02439
FIR000329,V02081
FIR006270,V02072
FIR001662,V00217
FIR006341,V00359
FIR000328,V00005
FIR000203,V00380
FIR001616,V02402
FIR005778,V01357
FIR002529,V00371
FIR007466,V01568
FIR004097,V02598
FIR002698,V01162
FIR000257,V01915
FIR008180,V00799
FIR003786,V02302
FIR001919,V00998
FIR007302,V01178
FIR000576,V02598
FIR004221,V02206
FIR008060,V00562
FIR006590,V00557
FIR007241,V02775
FIR004363,V00971
FIR002636,V00712
FIR009594,V00781
FIR004008,V01797
FIR009706,V02052
FIR002763,V02767
FIR003111,V02804
FIR006979,V02102
FIR004502,V01085
FIR003937,V02549
FIR004734,V00195
FIR009496,V02223
FIR007698,V01568
FIR008091,V02638
FIR006348,V01529
FIR001581,V02034
FIR001983,V02957
FIR005747,V02501
FIR003907,V01977
FIR001269,V01358
FIR001922,V00634
FIR005118,V02470
FIR000296,V01939
FIR003577,V00997
FIR007169,V00143
FIR003208,V01462
FIR009212,V01305
FIR006969,V02985
FIR001724,V01386
FIR001521,V01623
FIR004402,V01687
FIR008542,V01974
FIR000958,V02298
FIR004450,V02136
FIR007898,V02231
FIR002773,V02836
FIR009213,V00606
FIR006869,V00055
FIR005305,V01651
FIR003922,V02702
FIR009886,V01337
FIR000784,V02569
FIR000606,V02816
FIR006199,V01361
FIR001841,V02680
FIR005034,V00101
FIR004586,V00073
FIR004957,V01510
FIR004133,V02624
FIR003440,V00181
FIR005098,V02754
FIR000110,V00503
FIR006209,V00156
FIR004325,V00812
FIR007100,V02338
FIR002941,V01328
FIR006330,V02359
FIR002617,V00642
FIR003377,V02833
FIR002234,V01924
FIR009059,V00588
FIR006607,V02972
FIR004232,V01633
FIR008578,V00104
FIR008848,V00762
FIR008638,V00764
FIR002212,V02636
FIR003184,V01510
FIR002953,V02431
FIR009280,V00062
FIR003370,V01880
FIR001317,V01815
FIR004810,V00221
FIR001464,V01945
FIR007959,V02327
FIR007862,V00944
FIR000910,V02742
FIR001556,V01476
FIR002415,V01848
FIR001542,V01212
FIR002409,V01414
FIR001676,V01125
FIR008730,V02871
FIR005959,V02541
FIR001351,V01771
FIR007863,V00688
FIR002673,V02553
FIR007371,V01860
FIR009265,V00730
FIR002594,V02809
FIR001701,V00459
FIR000229,V02010
FIR004240,V00589
FIR005319,V00957
FIR003772,V00308
FIR003901,V02289
FIR003503,V02547
FIR001632,V00131
FIR003932,V01895
FIR002626,V01193
FIR003660,V01973
FIR000344,V01295
FIR005680,V02605
FIR004766,V00374
FIR001206,V02048
FIR002093,V00004
FIR002012,V01094
FIR008176,V02731
FIR000552,V00393
FIR006389,V01459
FIR003092,V00843
FIR003182,V01310
FIR006692,V02865
FIR003587,V02105
FIR003310,V02398
FIR001226,V02006
FIR007426,V01189
FIR000633,V01180
FIR001168,V01377
FIR008708,V02951
FIR002288,V00146
FIR000535,V02642
FIR001222,V02814
FIR000339,V01362
FIR001737,V01416
FIR004323,V00162
FIR001822,V01414
FIR005618,V02024
FIR004470,V02622
FIR004419,V00298
FIR003919,V00683
FIR009513,V00820
FIR004735,V01421
FIR002195,V01881
FIR000270,V02289
FIR007236,V02194
FIR005157,V01732
FIR006410,V02713
FIR009080,V01082
FIR005812,V01389
FIR004843,V02371
FIR007391,V00763
FIR007074,V01356
FIR009081,V01750
FIR009096,V01475
FIR000555,V00313
FIR007028,V00373
FIR006174,V01776
FIR000962,V00328
FIR009706,V02157
FIR009115,V01383
FIR009555,V02340
FIR008207,V02377
FIR004298,V01343
FIR007357,V00766
FIR004749,V01171
FIR003343,V00041
FIR000400,V00020
FIR000593,V02406
FIR000370,V01590
FIR000582,V00469
FIR005724,V00461
FIR006311,V01228
FIR000627,V02254
FIR009657,V02218
FIR006773,V01331
FIR002568,V01973
FIR007151,V01583
FIR004686,V02941
FIR008769,V01060
FIR004455,V02644
FIR002963,V00339
FIR008384,V00842
FIR007176,V00948
FIR008472,V01305
FIR008893,V00079
FIR001242,V02911
FIR009755,V02104
FIR002928,V02284
FIR006779,V00156
FIR008984,V01843
FIR001841,V00770
FIR002965,V00656
FIR002520,V00769
FIR008798,V02501
FIR001489,V01399
FIR007108,V02389
FIR008041,V01213
FIR003621,V01921
FIR002444,V02056
FIR002924,V02496
FIR002357,V01555
FIR008899,V00982
FIR005639,V00253
FIR002775,V02449
FIR003170,V01652
FIR000379,V02068
FIR004894,V00097
FIR006865,V01087
FIR001640,V01715
FIR002011,V02349
FIR007521,V02226
FIR001769,V01955
FIR001211,V00751
FIR006341,V01873
FIR008127,V00663
FIR006038,V00085
FIR004957,V00278
FIR004758,V01238
FIR006470,V01942
FIR008827,V02572
FIR000829,V01478
FIR009569,V00627
FIR003546,V00625
FIR008855,V00665
FIR001836,V02436
FIR006700,V02509
FIR004445,V01200
FIR009382,V01368
FIR008356,V02937
FIR003295,V02616
FIR006685,V01129
FIR005591,V02703
FIR005453,V00656
FIR006521,V01134
FIR002020,V01288
FIR009543,V01563
FIR001228,V01310
FIR001352,V00053
FIR008165,V02559
FIR001949,V02068
FIR008633,V00624
FIR000104,V02253
FIR002469,V01005
FIR007738,V02944
FIR000340,V01252
FIR008823,V00215
FIR005134,V01516
FIR004451,V02445
FIR008917,V02832
FIR003355,V02564
FIR007246,V00003
FIR001199,V02614
FIR004727,V02358
FIR008854,V02196
FIR000629,V02432
FIR000635,V01085
FIR008110,V02427
FIR008698,V00388
FIR000964,V01696
FIR009449,V00278
FIR005426,V00926
FIR004118,V02038
FIR001081,V00698
FIR000385,V00867
FIR008596,V00452
FIR008022,V02026
FIR003734,V02100
FIR005988,V01595
FIR005671,V00623
FIR003544,V01245
FIR000230,V01526
FIR006497,V02605
FIR001270,V02469
FIR008913,V01908
FIR007927,V00467
FIR009408,V01499
FIR006439,V01278
FIR002303,V02845
FIR001509,V00241
FIR004259,V02463
FIR000097,V01574
FIR003928,V00029
FIR005659,V02874
FIR008479,V02612
FIR007072,V00708
FIR001613,V00359
FIR001756,V00602
FIR004976,V02982
FIR007156,V00526
FIR001735,V01642
FIR006590,V00489
FIR005334,V02987
FIR007259,V00658
FIR009465,V00513
FIR003776,V01719
FIR004820,V01405
FIR000674,V02328
FIR007610,V00645
FIR002246,V00726
FIR005135,V02325
FIR002793,V02451
FIR007721,V00620
FIR007935,V00576
FIR000494,V01409
FIR000855,V02969
FIR005608,V02861
FIR007415,V01390
FIR006884,V01565
FIR009233,V02424
FIR004164,V02125
FIR009469,V01096
FIR002687,V00653
FIR008384,V01280
FIR009496,V02062
FIR008950,V00192
FIR009896,V02765
FIR000621,V02024
FIR001316,V00770
FIR002355,V00232
FIR008404,V00700
FIR009115,V00669
FIR008367,V02623
FIR002201,V01268
FIR005451,V00416
FIR005626,V02017
FIR001439,V00921
FIR005615,V02127
FIR006180,V01960
FIR005409,V00562
FIR003464,V02705
FIR002885,V00829
FIR008620,V02657
FIR008278,V01294
FIR007665,V00236
FIR002488,V02476
FIR006688,V02425
FIR005291,V00564
FIR006994,V01812
FIR003779,V01537
FIR006676,V02457
FIR004699,V02821
FIR002315,V01365
FIR004311,V00940
FIR000358,V01313
FIR009908,V00756
FIR006434,V02926
FIR003410,V02139
FIR009810,V02059
FIR001116,V00185
FIR006853,V00949
FIR008132,V00725
FIR000893,V01633
FIR003604,V00309
FIR007994,V02563
FIR001114,V02182
FIR003670,V00238
FIR004219,V01050
FIR000011,V00117
FIR006989,V01027
FIR006971,V01712
FIR005410,V02844
FIR007219,V00138
FIR000306,V02684
FIR002093,V00404
FIR009374,V01616
FIR000892,V01544
FIR008509,V01698
FIR001735,V02242
FIR008529,V01946
FIR002548,V00205
FIR007848,V00062
FIR008673,V01487
FIR009348,V00584
FIR009841,V00048
FIR007785,V01060
FIR005442,V01946
FIR002398,V02652
FIR007684,V02513
FIR009246,V02925
FIR001790,V00990
FIR009391,V01563
FIR009005,V00697
FIR009272,V02299
FIR004768,V00005
FIR008773,V00169
FIR007977,V02449
FIR003930,V02852
FIR001061,V01777
FIR006006,V01808
FIR007973,V01179
FIR009618,V01925
FIR007351,V00804
FIR000232,V00539
FIR002910,V01812
FIR009393,V00462
FIR008017,V01564
FIR000818,V00485
FIR007338,V02483
FIR000699,V00446
FIR006431,V01438
FIR004674,V01404
FIR004699,V02766
FIR007117,V01735
FIR005871,V02634
FIR003597,V01163
FIR001549,V02116
FIR000639,V00339
FIR008981,V01042
FIR007588,V02164
FIR004892,V00124
FIR002511,V00443
FIR006737,V02792
FIR009042,V01791
FIR003130,V01041
FIR000080,V02365
FIR008277,V02908
FIR009672,V01087
FIR008284,V00865
FIR008197,V02337
FIR002577,V01803
FIR005742,V01186
FIR008675,V00786
FIR007375,V00877
FIR003928,V00075
FIR007772,V02034
FIR001535,V01923
FIR000580,V01215
FIR007054,V02140
FIR008899,V01466
FIR002370,V02268
FIR003369,V02720
FIR004968,V02364
FIR005447,V00102
FIR004914,V01091
FIR006213,V00151
FIR005644,V02968
FIR002005,V00590
FIR002003,V01018
FIR008330,V00898
FIR004441,V01603
FIR005274,V00621
FIR009464,V00675
FIR009710,V02641
FIR002605,V00513
FIR003857,V01250
FIR003398,V00891
FIR007559,V02300
FIR007288,V02684
FIR007286,V02856
FIR008847,V00632
FIR008247,V00756
FIR003673,V00754
FIR003315,V01598
FIR000110,V02036
FIR009524,V02270
FIR005556,V01615
FIR005344,V01215
FIR005032,V01566
FIR000684,V00614
FIR006631,V01763
FIR005654,V02865
FIR005141,V02990
FIR004995,V02409
FIR003556,V00146
FIR006065,V02102
FIR005632,V00247
FIR006212,V00675
FIR007434,V00308
FIR006421,V01471
FIR001925,V01938
FIR005591,V00240
FIR006920,V01522
FIR006201,V00653
FIR004336,V02641
FIR003396,V02106
FIR003156,V01160
FIR007376,V02832
FIR004237,V02695
FIR002413,V01332
FIR004667,V00408
FIR005407,V01764
FIR009584,V02956
FIR001393,V00755
FIR004080,V01862
FIR000139,V00792
FIR006046,V02974
FIR004629,V00884
FIR003296,V00226
FIR000980,V01080
FIR003531,V02824
FIR008561,V00845
FIR009490,V01103
FIR006654,V01872
FIR004301,V01588
FIR005630,V01613
FIR005323,V02797
FIR007862,V01788
FIR009543,V01649
FIR002137,V02381
FIR005441,V02776
FIR002651,V02116
FIR008522,V01435
FIR003346,V02600
FIR005966,V01152
FIR007978,V01726
FIR006476,V02961
FIR000954,V00916
FIR000602,V02603
FIR005127,V01125
FIR008600,V00861
FIR005689,V00114
FIR008804,V02629
FIR008518,V00773
FIR009320,V01045
FIR006955,V01664
FIR001242,V00706
FIR009979,V01721
FIR003606,V01405
FIR003298,V02219
FIR001857,V00728
FIR005922,V00019
FIR005231,V00971
FIR009298,V02848
FIR008418,V00575
FIR003058,V01211
FIR008522,V01668
FIR004066,V01390
FIR002446,V00620
FIR008286,V00911
FIR004570,V00836
FIR004669,V02270
FIR000855,V02076
FIR008538,V01166
FIR007222,V00835
FIR002988,V00357
FIR005921,V01259
FIR009976,V02492
FIR001771,V02186
FIR008238,V00684
FIR003930,V01047
FIR006085,V00406
FIR008445,V00764
FIR007659,V00735
FIR008776,V02151
FIR002481,V01319
FIR004777,V01363
FIR000614,V01332
FIR006793,V00443
FIR004209,V00459
FIR005397,V00018
FIR005988,V01545
FIR009021,V02945
FIR005719,V02231
FIR002318,V01619
FIR005509,V01678
FIR007248,V01565
FIR006156,V01632
FIR006362,V02098
FIR008205,V00387
FIR005633,V02181
FIR002138,V02550
FIR006564,V02950
FIR009300,V02640
FIR009527,V02373
FIR009159,V00351
FIR007967,V01778
FIR002772,V02911
FIR003904,V02300
FIR000181,V00605
FIR001668,V00840
FIR002936,V00931
FIR005997,V02388
FIR002416,V01929
FIR000687,V00880
FIR009503,V00970
FIR005097,V01479
FIR001237,V01005
FIR002669,V02479
FIR001967,V00689
FIR006079,V00955
FIR003563,V00421
FIR003908,V01799
FIR004913,V00183
FIR005058,V01220
FIR006196,V01218
FIR000678,V02088
FIR007210,V00591
FIR004976,V01522
FIR003007,V01603
FIR000752,V01646
FIR006891,V01912
FIR001300,V01733
FIR008469,V00712
FIR008532,V00654
FIR008581,V02463
FIR000324,V01563
FIR000969,V02418
FIR006939,V02832
FIR004044,V00235
FIR001068,V01300
FIR000081,V01399
FIR009217,V00835
FIR001303,V00038
FIR000251,V01052
FIR006074,V00770
FIR000078,V01914
FIR002250,V00483
FIR004589,V01626
FIR006763,V00266
FIR000713,V01517
FIR009102,V01526
FIR006979,V01654
FIR006971,V00747
FIR007278,V01856
FIR000082,V02438
FIR005161,V02476
FIR002153,V00616
FIR007655,V00474
FIR002165,V01594
FIR009533,V00455
FIR003840,V02935
FIR009503,V01761
FIR008802,V00726
FIR008304,V01364
FIR007067,V01621
FIR001204,V02173
FIR006770,V02454
FIR005973,V01950
FIR009151,V00891
FIR005411,V02893
FIR001286,V01021
FIR008750,V00303
FIR009968,V00649
FIR000468,V02546
FIR008876,V00426
FIR004322,V00672
FIR002844,V00754
FIR002347,V02710
FIR002306,V02900
FIR005417,V01013
FIR003583,V00795
FIR005263,V00018
FIR005211,V00741
FIR006541,V00535
FIR002189,V02515
FIR006289,V02062
FIR002578,V00899
FIR006971,V00569
FIR001690,V01907
FIR006547,V00841
FIR009394,V00007
FIR002592,V02620
FIR005906,V00160
FIR008423,V00060
FIR006045,V01713
FIR008497,V00315
FIR008518,V02363
FIR009244,V00709
FIR000838,V02581
FIR007680,V01130
FIR001415,V02950
FIR009309,V00836
FIR007336,V02600
FIR009064,V02323
FIR008935,V01135
FIR008857,V01802
FIR009394,V02373
FIR001007,V02426
FIR001591,V00812
FIR006963,V00649
FIR006230,V01129
FIR002591,V00865
FIR006302,V02178
FIR005769,V02822
FIR000363,V01944
FIR005412,V02103
FIR005615,V01209
FIR001476,V00560
FIR004252,V01992
FIR000525,V01019
FIR002929,V01279
FIR009879,V00412
FIR003303,V00459
FIR001535,V00242
FIR008907,V02605
FIR003773,V01558
FIR009265,V00144
FIR004194,V02444
FIR007886,V02287
FIR002743,V00189
FIR001741,V00244
FIR006363,V02776
FIR001661,V01520
FIR009302,V02616
FIR000880,V02694
FIR006569,V02149
FIR002601,V00381
FIR006862,V00047
FIR008177,V02577
FIR006487,V00244
FIR004730,V00920
FIR006974,V00965
FIR007551,V00160
FIR007634,V00013
FIR002973,V01412
FIR004067,V00689
FIR003872,V02735
FIR006301,V01404
FIR008547,V00056
FIR000176,V02358
FIR003278,V00515
FIR007791,V02400
FIR001033,V00437
FIR003557,V00419
FIR009507,V02820
FIR006481,V00987
FIR005129,V02034
FIR003374,V01351
FIR009522,V02511
FIR001956,V00026
FIR002905,V00189
FIR001987,V02928
FIR000370,V02063
FIR007946,V00360
FIR002200,V00357
FIR008045,V02737
FIR007787,V01397
FIR002178,V00097
FIR002441,V02489
FIR002569,V02849
FIR008803,V02491
FIR000598,V02177
FIR004837,V01476
FIR001895,V01647
FIR001154,V01864
FIR008350,V00833
FIR002782,V02603
FIR005596,V01294
FIR006834,V02448
FIR006176,V00658
FIR009366,V02523
FIR000624,V01500
FIR007773,V00026
FIR009743,V02345
FIR000603,V02533
FIR008408,V01060
FIR005989,V00661
FIR003123,V02930
FIR005137,V01653
FIR005529,V01244
FIR002194,V00361
FIR003171,V02446
FIR004527,V01237
FIR002591,V01634
FIR007627,V01891
FIR008249,V02252
FIR008589,V02812
FIR009124,V00925
FIR005682,V01701
FIR007498,V02973
FIR006777,V00610
FIR008133,V00187
FIR009554,V01361
FIR009868,V02702
FIR001070,V01203
FIR007223,V01384
FIR006791,V00682
FIR007312,V00750
FIR000899,V00523
FIR000850,V01974
FIR007103,V01876
FIR009394,V01767
FIR008729,V01100
FIR003410,V01839
FIR005477,V02448
FIR009570,V02081
FIR000011,V01794
FIR002897,V00051
FIR007583,V02432
FIR004757,V01194
FIR006864,V00987
FIR001164,V01506
FIR009989,V00526
FIR005112,V00775
FIR007547,V02827
FIR006306,V01250
FIR000713,V02687
FIR003532,V02173
FIR006698,V00418
FIR008992,V00618
FIR002291,V00867
FIR000612,V02861
FIR002027,V01960
FIR002107,V02775
FIR007040,V00541
FIR006384,V00390
FIR008994,V00706
FIR002746,V00786
FIR009564,V00079
FIR001615,V01987
FIR003605,V02306
FIR009897,V00201
FIR006204,V00661
FIR009481,V00511
FIR001137,V02711
FIR001982,V01455
FIR007294,V01947
FIR008347,V00443
FIR002249,V00498
FIR003570,V01351
FIR009184,V02344
FIR005390,V00489
FIR002428,V01459
FIR001710,V01785
FIR007614,V02250
FIR002762,V02280
FIR002480,V01873
FIR002344,V02999
FIR002296,V00149
FIR005429,V02428
FIR007766,V02009
FIR003722,V02247
FIR009982,V00058
FIR008339,V00293
FIR008055,V00141
FIR007516,V02944
FIR006589,V02637
FIR002827,V01857
FIR008084,V01346
FIR001454,V01820
FIR005771,V01045
FIR006389,V00010
FIR004287,V02408
FIR005662,V02396
FIR009787,V00645
FIR004379,V01477
FIR003063,V02906
FIR006957,V01078
FIR003501,V01116
FIR003755,V00707
FIR009292,V01131
FIR009557,V02593
FIR007316,V01573
FIR006785,V02789
FIR009232,V00819
FIR002448,V01411
FIR007730,V01363
FIR000107,V02267
FIR002287,V00634
FIR002553,V00141
FIR008708,V02371
FIR004674,V01950
FIR002556,V00946
FIR000080,V01438
FIR008114,V01749
FIR006679,V01109
FIR006357,V01515
FIR003685,V00562
FIR005482,V02469
FIR007155,V00037
FIR000482,V00612
FIR006595,V02383
FIR002058,V00538
FIR002728,V02095
FIR000420,V00209
FIR003247,V01873
FIR006490,V00159
FIR007140,V02173
FIR003521,V02469
FIR004214,V02431
FIR008445,V02608
FIR004237,V01823
FIR008318,V01759
FIR002963,V02286
FIR003234,V00280
FIR007483,V02526
FIR007171,V02147
FIR007876,V01535
FIR009072,V01336
FIR003338,V00346
FIR004354,V00856
FIR003867,V01979
FIR004325,V00014
FIR007580,V01284
FIR004444,V02935
FIR004044,V01194
FIR007109,V01309
FIR004032,V00475
FIR000991,V02518
FIR007703,V00425
FIR007138,V02614
FIR003635,V00233
FIR006759,V00653
FIR006000,V01898
FIR009790,V00885
FIR001490,V02578
FIR001846,V01099
FIR003843,V02080
FIR006783,V01988
FIR004197,V01916
FIR008055,V01035
FIR006158,V00635
FIR003134,V01068
FIR002347,V00375
FIR001319,V01805
FIR007790,V01449
FIR007965,V01586
FIR008364,V00832
FIR005749,V02601
FIR003681,V00489
FIR005520,V00665
FIR007033,V00642
FIR002483,V00823
FIR003795,V01010
FIR009659,V01321
FIR008534,V00619
FIR004971,V01622
FIR007303,V02639
FIR005632,V01410
FIR009112,V00896
FIR004417,V00445
FIR007213,V01702
FIR005516,V01114
FIR000171,V01510
FIR000621,V01672
FIR009342,V02091
FIR006332,V01003
FIR000526,V00261
FIR004821,V01601
FIR002541,V01000
FIR009654,V01561
FIR008969,V01660
FIR001180,V00209
FIR002643,V02156
FIR007624,V02141
FIR003190,V00500
FIR009297,V02556
FIR006011,V01751
FIR008803,V00470
