FIR_ID,Accused_ID
FIR000280,A00594
FIR006482,A01155
FIR002483,A01868
FIR005747,A00957
FIR000033,A01717
FIR003537,A01243
FIR009845,A00577
FIR000230,A00618
FIR001010,A00351
FIR003523,A00308
FIR009196,A01630
FIR000068,A01103
FIR003177,A00103
FIR006414,A01495
FIR002521,A01934
FIR001061,A00500
FIR001653,A00317
FIR003953,A01149
FIR002453,A00365
FIR002544,A01589
FIR004056,A01609
FIR009910,A00855
FIR001239,A00150
FIR004107,A00566
FIR009420,A00602
FIR007199,A01696
FIR001579,A01095
FIR005591,A00530
FIR002624,A01511
FIR008429,A01094
FIR009757,A01761
FIR009136,A01209
FIR001044,A01631
FIR005534,A00176
FIR008361,A01983
FIR001017,A01899
FIR007694,A01140
FIR005697,A01567
FIR007772,A01446
FIR003372,A00398
FIR008849,A00483
FIR005795,A01021
FIR004090,A01276
FIR009555,A00906
FIR003576,A01439
FIR004914,A00276
FIR009793,A00370
FIR008570,A01829
FIR008715,A01470
FIR005560,A00770
FIR006614,A01204
FIR000599,A00913
FIR000914,A01526
FIR003124,A01430
FIR006099,A00690
FIR009169,A01016
FIR008083,A01458
FIR007643,A01397
FIR003451,A01246
FIR004548,A00620
FIR007670,A01176
FIR002671,A00436
FIR008395,A00529
FIR009509,A01626
FIR006774,A00990
FIR009429,A01601
FIR002785,A00490
FIR008527,A00268
FIR009428,A00164
FIR004878,A00766
FIR009143,A00137
FIR004378,A01182
FIR007395,A00846
FIR001118,A00509
FIR008519,A00772
FIR007540,A00458
FIR004106,A00765
FIR002748,A01639
FIR006013,A01973
FIR008278,A00126
FIR009937,A01738
FIR001452,A00692
FIR006631,A01544
FIR009401,A00813
FIR009101,A01425
FIR002553,A01013
FIR008671,A00504
FIR003837,A00865
FIR006940,A01103
FIR004665,A01018
FIR005796,A01983
FIR004063,A01730
FIR001913,A00934
FIR004992,A01883
FIR002467,A00308
FIR001455,A01908
FIR009483,A01766
FIR001337,A01219
FIR006254,A01566
FIR009557,A01008
FIR002463,A01207
FIR006159,A01737
FIR000148,A00025
FIR000117,A00485
FIR002846,A01193
FIR003111,A00102
FIR007912,A01444
FIR003764,A01242
FIR001915,A01932
FIR009953,A01986
FIR006736,A01156
FIR000138,A00320
FIR004165,A01521
FIR001721,A00808
FIR000401,A01106
FIR008065,A00622
FIR007069,A01216
FIR000481,A01696
FIR008894,A00512
FIR001243,A01349
FIR005142,A00526
FIR008413,A01446
FIR007946,A00134
FIR003219,A00164
FIR003768,A01876
FIR009489,A00182
FIR009871,A00685
FIR006664,A01519
FIR007623,A00548
FIR003634,A01688
FIR000631,A00441
FIR005124,A00604
FIR002585,A00971
FIR007451,A01608
FIR002027,A00012
FIR006483,A00836
FIR001670,A01740
FIR009433,A00919
FIR001035,A01661
FIR003516,A01678
FIR004912,A00225
FIR004087,A01026
FIR008625,A01126
FIR005342,A01738
FIR000613,A00385
FIR004890,A01401
FIR008033,A00894
FIR004781,A01121
FIR009634,A00230
FIR008907,A00736
FIR008371,A01842
FIR006545,A00637
FIR007851,A01871
FIR004426,A00265
FIR004652,A00051
FIR007379,A00833
FIR005193,A00922
FIR004884,A00138
FIR007551,A01221
FIR004871,A01251
FIR007392,A01891
FIR009766,A01964
FIR003835,A01677
FIR003561,A00804
FIR005956,A00718
FIR002025,A00077
FIR005861,A00094
FIR005323,A00363
FIR000547,A00921
FIR006336,A01186
FIR009300,A01514
FIR007693,A01993
FIR000055,A00984
FIR003280,A01454
FIR003805,A00122
FIR009296,A01273
FIR006462,A01075
FIR000757,A00686
FIR002474,A01940
FIR009602,A00858
FIR008688,A00704
FIR000838,A01337
FIR000690,A01628
FIR001558,A01758
FIR006585,A00056
FIR005050,A00625
FIR003976,A00970
FIR004566,A01153
FIR002620,A01900
FIR008113,A00818
FIR005532,A00580
FIR005465,A01013
FIR001914,A01851
FIR001520,A01117
FIR007781,A01327
FIR006770,A00643
FIR005171,A01674
FIR003754,A01104
FIR000022,A00947
FIR003168,A00303
FIR001298,A01531
FIR005547,A00345
FIR007926,A01390
FIR006435,A01819
FIR005294,A01183
FIR000896,A00125
FIR009184,A01278
FIR001132,A00358
FIR003081,A01908
FIR002946,A01714
FIR006061,A00830
FIR009095,A00345
FIR009264,A01578
FIR004295,A01281
FIR008493,A00770
FIR004909,A00707
FIR004894,A00004
FIR000535,A00108
FIR002600,A01717
FIR003998,A00204
FIR002616,A00904
FIR003122,A01247
FIR002329,A00948
FIR002522,A01357
FIR001157,A01436
FIR003635,A00694
FIR006880,A00282
FIR005816,A00021
FIR003458,A00254
FIR001413,A01659
FIR005434,A00121
FIR006684,A01519
FIR002602,A00199
FIR001391,A00869
FIR004729,A00093
FIR004725,A01300
FIR007584,A00488
FIR003349,A00164
FIR003186,A00172
FIR000528,A00860
FIR003943,A01572
FIR004450,A01245
FIR001546,A01280
FIR001136,A00965
FIR007920,A01304
FIR005421,A01797
FIR007994,A01244
FIR007118,A00432
FIR008044,A01137
FIR000919,A01615
FIR007630,A00389
FIR004410,A01053
FIR004398,A00243
FIR006359,A01104
FIR007494,A00094
FIR006560,A01170
FIR008245,A00240
FIR009172,A01636
FIR002456,A01369
FIR002643,A00117
FIR009488,A01114
FIR008671,A00699
FIR008617,A00057
FIR007551,A01758
FIR000116,A01547
FIR003269,A00077
FIR008634,A00215
FIR001743,A01551
FIR003421,A00702
FIR005950,A01844
FIR001951,A00679
FIR004993,A00156
FIR003390,A00285
FIR007879,A00633
FIR009396,A01445
FIR002661,A01530
FIR004606,A00934
FIR006168,A01787
FIR001676,A01453
FIR007181,A00235
FIR002491,A01049
FIR004912,A00375
FIR005667,A00087
FIR009345,A01629
FIR000948,A01985
FIR008728,A00406
FIR000989,A01660
FIR009871,A01670
FIR003753,A01906
FIR006009,A01739
FIR000816,A01688
FIR007501,A00162
FIR003480,A01350
FIR000402,A01347
FIR001865,A01498
FIR004541,A01335
FIR005135,A00747
FIR004580,A01457
FIR001574,A00291
FIR005259,A01592
FIR001882,A00061
FIR000101,A01611
FIR006465,A01103
FIR003649,A01233
FIR006490,A00777
FIR006483,A00847
FIR002147,A00539
FIR004136,A01914
FIR007406,A01320
FIR003093,A01525
FIR000360,A01273
FIR001662,A01678
FIR003709,A01580
FIR006874,A01340
FIR004507,A00075
FIR000051,A01041
FIR009114,A01199
FIR006454,A01965
FIR005996,A01402
FIR009656,A00136
FIR004059,A01739
FIR000696,A01515
FIR009512,A01281
FIR000107,A00359
FIR001325,A00759
FIR004098,A00027
FIR009738,A00442
FIR005870,A01738
FIR009273,A00798
FIR005050,A00475
FIR009571,A01234
FIR002273,A00038
FIR006051,A00199
FIR007548,A01441
FIR009188,A00231
FIR007483,A01859
FIR008265,A00955
FIR009415,A01630
FIR001181,A01450
FIR008154,A01989
FIR002087,A01585
FIR001800,A00203
FIR004717,A00467
FIR001834,A00975
FIR001022,A01441
FIR005082,A01484
FIR001969,A00313
FIR003077,A00813
FIR007654,A00232
FIR004890,A01997
FIR005206,A00168
FIR001208,A01773
FIR002178,A00323
FIR009599,A00770
FIR009750,A00312
FIR008398,A01350
FIR003970,A01320
FIR008246,A00654
FIR004122,A01136
FIR001546,A01523
FIR008495,A01606
FIR005402,A00515
FIR004583,A01897
FIR001694,A00534
FIR000696,A00640
FIR004388,A00652
FIR009512,A00094
FIR004955,A01729
FIR007447,A00074
FIR003319,A01132
FIR008216,A01598
FIR007276,A01609
FIR005024,A01024
FIR003596,A01300
FIR006756,A00111
FIR003233,A01098
FIR007287,A00800
FIR001782,A01096
FIR009551,A00257
FIR002827,A01653
FIR008244,A01071
FIR007279,A00475
FIR007010,A00834
FIR009065,A01026
FIR003478,A01306
FIR003389,A01503
FIR004414,A00509
FIR000609,A01368
FIR003206,A01944
FIR001940,A01011
FIR004606,A00400
FIR008654,A00329
FIR004663,A00054
FIR006541,A01409
FIR007832,A01508
FIR006588,A01163
FIR000840,A01388
FIR008175,A01815
FIR008470,A00815
FIR005092,A00236
FIR005495,A01609
FIR007149,A01784
FIR005569,A00173
FIR004488,A00300
FIR000373,A01174
FIR002814,A00467
FIR004101,A01161
FIR004195,A00919
FIR000603,A01852
FIR002357,A00392
FIR003420,A00824
FIR008451,A00377
FIR004111,A01958
FIR006881,A01590
FIR009426,A00317
FIR007150,A01838
FIR005037,A01312
FIR009643,A01527
FIR003403,A01832
FIR003529,A01638
FIR009089,A00997
FIR004152,A00742
FIR000472,A01980
FIR006974,A01263
FIR009519,A01447
FIR007986,A01825
FIR002773,A00663
FIR004272,A00065
FIR000066,A01081
FIR005801,A01918
FIR005528,A00164
FIR009079,A01820
FIR002948,A00754
FIR000122,A01441
FIR006303,A01236
FIR009253,A01069
FIR009566,A00675
FIR006496,A01382
FIR002165,A01902
FIR002583,A01632
FIR008129,A00300
FIR000092,A00033
FIR005365,A01989
FIR004619,A00504
FIR007075,A00658
FIR000795,A00097
FIR005103,A00479
FIR005699,A01898
FIR009270,A00759
FIR001256,A01797
FIR002781,A00815
FIR008902,A00666
FIR006336,A01695
FIR008003,A00984
FIR003845,A01940
FIR008834,A00286
FIR009826,A01206
FIR001432,A00015
FIR006345,A01871
FIR006181,A00309
FIR007958,A00179
FIR001143,A01468
FIR001987,A01396
FIR005317,A00775
FIR004118,A01407
FIR004586,A01686
FIR008886,A00725
FIR000100,A00963
FIR004965,A01615
FIR001423,A01208
FIR002360,A00751
FIR005810,A00139
FIR002396,A00808
FIR008348,A01874
FIR005301,A00312
FIR009876,A01803
FIR002668,A01048
FIR001473,A01848
FIR000110,A00992
FIR003589,A00236
FIR004027,A00610
FIR002158,A00561
FIR003506,A00576
FIR009140,A00515
FIR008261,A01283
FIR003296,A00097
FIR006647,A01041
FIR004495,A01677
FIR005850,A01404
FIR005906,A00493
FIR000622,A00608
FIR003327,A00303
FIR001546,A00685
FIR001741,A00867
FIR003453,A01628
FIR009273,A00462
FIR008524,A00042
FIR003693,A01646
FIR001185,A00363
FIR008160,A01081
FIR001632,A01518
FIR004582,A00848
FIR005086,A01932
FIR000160,A01919
FIR004041,A00578
FIR004053,A00739
FIR003616,A01026
FIR000535,A00202
FIR005477,A00116
FIR007819,A00627
FIR008821,A01401
FIR006226,A00533
FIR005826,A01666
FIR000375,A01385
FIR004956,A01255
FIR000567,A00191
FIR001721,A01515
FIR007731,A01695
FIR002738,A01187
FIR004891,A00713
FIR009823,A01713
FIR000217,A00265
FIR002771,A01090
FIR006346,A00466
FIR009646,A00980
FIR005702,A01750
FIR005634,A00653
FIR001887,A01750
FIR006031,A00097
FIR006917,A00299
FIR003506,A01627
FIR003225,A00169
FIR003775,A01767
FIR001009,A01575
FIR000161,A00986
FIR009598,A01188
FIR004926,A01048
FIR001675,A01190
FIR006544,A00907
FIR008994,A01630
FIR002635,A01815
FIR003528,A00685
FIR000461,A01369
FIR003782,A00682
FIR002262,A01899
FIR009469,A00316
FIR000312,A01969
FIR006687,A00271
FIR009208,A00311
FIR007836,A01397
FIR008381,A01902
FIR004963,A01313
FIR005869,A00822
FIR002169,A01701
FIR009642,A01000
FIR002761,A01928
FIR000361,A01061
FIR002848,A00944
FIR004931,A00775
FIR005503,A00137
FIR004479,A01135
FIR002702,A01138
FIR005138,A00353
FIR003328,A00672
FIR008543,A01268
FIR004379,A00914
FIR007961,A00848
FIR002509,A00629
FIR003492,A00733
FIR000795,A00073
FIR002261,A01428
FIR007287,A01643
FIR002869,A00913
FIR006616,A01210
FIR007597,A00743
FIR003433,A01175
FIR003605,A00133
FIR002644,A01128
FIR008533,A00954
FIR005368,A01400
FIR000305,A01135
FIR009325,A01309
FIR000497,A01166
FIR005830,A01388
FIR006341,A01929
FIR008396,A00697
FIR005622,A01877
FIR000043,A01562
FIR001310,A01991
FIR004684,A01875
FIR003937,A01897
FIR004359,A00813
FIR003199,A00039
FIR006704,A00917
FIR004459,A00760
FIR001019,A01446
FIR007834,A00875
FIR004798,A01079
FIR008962,A00785
FIR005808,A00362
FIR006134,A01388
FIR002776,A00086
FIR003077,A01626
FIR005932,A00381
FIR005101,A00913
FIR008711,A00070
FIR004981,A01756
FIR001000,A01756
FIR003468,A00322
FIR002821,A01375
FIR009288,A00930
FIR007139,A00036
FIR006216,A00093
FIR003501,A00390
FIR007996,A01013
FIR007591,A00536
FIR004372,A00649
FIR004056,A00205
FIR006332,A01876
FIR006075,A00118
FIR002705,A00193
FIR000889,A00256
FIR006428,A00055
FIR002470,A01044
FIR009261,A00277
FIR004636,A01303
FIR006588,A01700
FIR003504,A01067
FIR005283,A01251
FIR002752,A01316
FIR003893,A01821
FIR004623,A00406
FIR001821,A00382
FIR004975,A01203
FIR005284,A00367
FIR005594,A01744
FIR000705,A00577
FIR008538,A00962
FIR008225,A01977
FIR000118,A01620
FIR000681,A01741
FIR009744,A01260
FIR001302,A00308
FIR000485,A01289
FIR006460,A00461
FIR006642,A01526
FIR007230,A00146
FIR003440,A00678
FIR007816,A00966
FIR000349,A00750
FIR008225,A01801
FIR008562,A00367
FIR006212,A00525
FIR004578,A01602
FIR006700,A01529
FIR002300,A00667
FIR001174,A00982
FIR006654,A01033
FIR002813,A00225
FIR005289,A01030
FIR001104,A01048
FIR003660,A00002
FIR004853,A00848
FIR006786,A00684
FIR005252,A01712
FIR004684,A00701
FIR008669,A01923
FIR009449,A00347
FIR008392,A01800
FIR007134,A01157
FIR003138,A01734
FIR007009,A01731
FIR006040,A01012
FIR005897,A01548
FIR007378,A00700
FIR008121,A00551
FIR008725,A00952
FIR008744,A00609
FIR004855,A00791
FIR008338,A01594
FIR000585,A01635
FIR005748,A00421
FIR009725,A01038
FIR000147,A00398
FIR008503,A00423
FIR003339,A01377
FIR007754,A01999
FIR008998,A01950
FIR005773,A01708
FIR008300,A01696
FIR002311,A00562
FIR007653,A01069
FIR001747,A00013
FIR008679,A01185
FIR001427,A00919
FIR008236,A01450
FIR003471,A01880
FIR002729,A01436
FIR006171,A01868
FIR005639,A00763
FIR000419,A00950
FIR000883,A00826
FIR006809,A01146
FIR008113,A00286
FIR003932,A00437
FIR009059,A00655
FIR007860,A00671
FIR001634,A00251
FIR007415,A00081
FIR005878,A00727
FIR000374,A00075
FIR006053,A01192
FIR008890,A01231
FIR009292,A01315
FIR009597,A00339
FIR006354,A01474
FIR008330,A00019
FIR003088,A00225
FIR005010,A00347
FIR000928,A01237
FIR007739,A01914
FIR001752,A00160
FIR006126,A00256
FIR000534,A00753
FIR002373,A01746
FIR000554,A01301
FIR009462,A00436
FIR000432,A00041
FIR001848,A01876
FIR006998,A01850
FIR007637,A01159
FIR002419,A01736
FIR005340,A00648
FIR002447,A00740
FIR003357,A01669
FIR002598,A01687
FIR004703,A00845
FIR003200,A01111
FIR009090,A01673
FIR003461,A00517
FIR006666,A01142
FIR002023,A01058
FIR007426,A01754
FIR003756,A01389
FIR005342,A01041
FIR002443,A00664
FIR007180,A01209
FIR006519,A00016
FIR000132,A01777
FIR009583,A01440
FIR000433,A01417
FIR008918,A01040
FIR005045,A01909
FIR003528,A01705
FIR001692,A01238
FIR003657,A01272
FIR008994,A00639
FIR003212,A01517
FIR004748,A01686
FIR006353,A00119
FIR006377,A00548
FIR000373,A00044
FIR008339,A00974
FIR003059,A01818
FIR006956,A01254
FIR005547,A01456
FIR009517,A00474
FIR001061,A01660
FIR009532,A01172
FIR003573,A00735
FIR006855,A01797
FIR001923,A01253
FIR002084,A00463
FIR009851,A00720
FIR009425,A01017
FIR007045,A01021
FIR005102,A00067
FIR008372,A01558
FIR004915,A00113
FIR006827,A00106
FIR003160,A00186
FIR002791,A00532
FIR004072,A01438
FIR002937,A00724
FIR007760,A00832
FIR000786,A00149
FIR000981,A01513
FIR004208,A00998
FIR008834,A01489
FIR002032,A00465
FIR006370,A00574
FIR009365,A00559
FIR002028,A01574
FIR001373,A00075
FIR007630,A01250
FIR005340,A00782
FIR005828,A01799
FIR006719,A00385
FIR004016,A00632
FIR003818,A00384
FIR004761,A01551
FIR009871,A00044
FIR006357,A01758
FIR002721,A00237
FIR008216,A01830
FIR008914,A00972
FIR006488,A01147
FIR009913,A01477
FIR007029,A00886
FIR001008,A00398
FIR006204,A01332
FIR004068,A00007
FIR002598,A01936
FIR008392,A00630
FIR005341,A00796
FIR001291,A00637
FIR003708,A01414
FIR000094,A01964
FIR008712,A00843
FIR006502,A00713
FIR003777,A00837
FIR003642,A00739
FIR006101,A01890
FIR001551,A00533
FIR003759,A00517
FIR005634,A01105
FIR003510,A00644
FIR000983,A01901
FIR001436,A00737
FIR004621,A01402
FIR009037,A00228
FIR005326,A00083
FIR003484,A00687
FIR000665,A01802
FIR006731,A01128
FIR002950,A00413
FIR002353,A01508
FIR007348,A00598
FIR001047,A01689
FIR004031,A01968
FIR002898,A01474
FIR001100,A01338
FIR008002,A00157
FIR008095,A01424
FIR009101,A01436
FIR002780,A00969
FIR004190,A01245
FIR009369,A00447
FIR002607,A01449
FIR004700,A01431
FIR009868,A01244
FIR007249,A01463
FIR003377,A00854
FIR003861,A00626
FIR004989,A00021
FIR007369,A01406
FIR003738,A00119
FIR009235,A01278
FIR009660,A01462
FIR005766,A00672
FIR006136,A01609
FIR006738,A01089
FIR002130,A00702
FIR000034,A01622
FIR001945,A01551
FIR009175,A00301
FIR002804,A01149
FIR009234,A01988
FIR004069,A01108
FIR007583,A01589
FIR008964,A00718
FIR009161,A01270
FIR003104,A00148
FIR006271,A01581
FIR000235,A01788
FIR007697,A00561
FIR008447,A00393
FIR009831,A01523
FIR002599,A01199
FIR007535,A01854
FIR003680,A01032
FIR000670,A00284
FIR003559,A00299
FIR000987,A00167
FIR000758,A00687
FIR000750,A00593
FIR006323,A01916
FIR008276,A01902
FIR001477,A01603
FIR007240,A01306
FIR002785,A01580
FIR008230,A01510
FIR009103,A00833
FIR001655,A00577
FIR008482,A01913
FIR005521,A01585
FIR002529,A00308
FIR001690,A00936
FIR000164,A01809
FIR006286,A00415
FIR002183,A01855
FIR009644,A00450
FIR005256,A00223
FIR009153,A01382
FIR004164,A00721
FIR005719,A01329
FIR002756,A01777
FIR002179,A00740
FIR008026,A00652
FIR000525,A00159
FIR000400,A00575
FIR001062,A00803
FIR005584,A00166
FIR004838,A00166
FIR008352,A01387
FIR008490,A00814
FIR008616,A00577
FIR003668,A00288
FIR002351,A00844
FIR006012,A00056
FIR000419,A01804
FIR002539,A00982
FIR001344,A00828
FIR005299,A00103
FIR003275,A00051
FIR001534,A00850
FIR000004,A01296
FIR003182,A00088
FIR008142,A01509
FIR002277,A01638
FIR003605,A01469
FIR002360,A01402
FIR004590,A00963
FIR009586,A01133
FIR005915,A00707
FIR005787,A01560
FIR004030,A01994
FIR006677,A00384
FIR003761,A00587
FIR002666,A00048
FIR003931,A01883
FIR002359,A01622
FIR005852,A00824
FIR009389,A01475
FIR006870,A01953
FIR005389,A00404
FIR006756,A01602
FIR009484,A01665
FIR005246,A01864
FIR009072,A00650
FIR005260,A00486
FIR004895,A01860
FIR002455,A01326
FIR000206,A00286
FIR007031,A00982
FIR003203,A00027
FIR004270,A00728
FIR002698,A01273
FIR002599,A00714
FIR009554,A00261
FIR002194,A00891
FIR008410,A00232
FIR007640,A00761
FIR009208,A00204
FIR001784,A01211
FIR000287,A00700
FIR004115,A00730
FIR004124,A01823
FIR009315,A01517
FIR000310,A01470
FIR004762,A01765
FIR005447,A00347
FIR006057,A01864
FIR005196,A01839
FIR000065,A00430
FIR000608,A00108
FIR007686,A00849
FIR001299,A01978
FIR003272,A01871
FIR004429,A01139
FIR004647,A00008
FIR004455,A00677
FIR008354,A01973
FIR001624,A00759
FIR004073,A00532
FIR004940,A00055
FIR003816,A00673
FIR004298,A00305
FIR004020,A01138
FIR009900,A01781
FIR009341,A00788
FIR004958,A01902
FIR009225,A00140
FIR001318,A00938
FIR003599,A00630
FIR005230,A00778
FIR006664,A00025
FIR004523,A01548
FIR000927,A00309
FIR008477,A00097
FIR008798,A01999
FIR009019,A01858
FIR008231,A00480
FIR009690,A00212
FIR007773,A00919
FIR007552,A00498
FIR000426,A01387
FIR007741,A00455
FIR001952,A01085
FIR007856,A01974
FIR005415,A01814
FIR004781,A01807
FIR004974,A01477
FIR002357,A00190
FIR007908,A00993
FIR009497,A01147
FIR004610,A00598
FIR007043,A01160
FIR003171,A01363
FIR009178,A00436
FIR001407,A00470
FIR003579,A00738
FIR002007,A01133
FIR002806,A00660
FIR000166,A01847
FIR000596,A01916
FIR008065,A01156
FIR002637,A01048
FIR001247,A01181
FIR005329,A01150
FIR009919,A01705
FIR000055,A01590
FIR008923,A01104
FIR001333,A01326
FIR000390,A01777
FIR009830,A00075
FIR005010,A01695
FIR000075,A00797
FIR003466,A00233
FIR004956,A00353
FIR009092,A01079
FIR007862,A00287
FIR003213,A00483
FIR006955,A00154
FIR000341,A00889
FIR005142,A00620
FIR009749,A01797
FIR008799,A00548
FIR000427,A00201
FIR001432,A01635
FIR001873,A01354
FIR000407,A00925
FIR002729,A01381
FIR003875,A01322
FIR003383,A00824
FIR005835,A00112
FIR009481,A00608
FIR009089,A01544
FIR002670,A01617
FIR008997,A01322
FIR004831,A00998
FIR009497,A00153
FIR003122,A01884
FIR002760,A00863
FIR001195,A00176
FIR004594,A01145
FIR000896,A00048
FIR004980,A00920
FIR007363,A01997
FIR003569,A01158
FIR007424,A01086
FIR000230,A01854
FIR003796,A00966
FIR004603,A00107
FIR005054,A00676
FIR002037,A00695
FIR001536,A00018
FIR008507,A00808
FIR002571,A00231
FIR009772,A01499
FIR005035,A01154
FIR009068,A01400
FIR008372,A00269
FIR003069,A01079
FIR009542,A01239
FIR004137,A01397
FIR007064,A01574
FIR003470,A00753
FIR003734,A00011
FIR009023,A01574
FIR005646,A00018
FIR000576,A00088
FIR005132,A00395
FIR002043,A00629
FIR008396,A01019
FIR005675,A01467
FIR001767,A00423
FIR008224,A00646
FIR009890,A00368
FIR005593,A01312
FIR005311,A01083
FIR000936,A00497
FIR002087,A01289
FIR007227,A00560
FIR000655,A01727
FIR004552,A01867
FIR007775,A01217
FIR006784,A00924
FIR006443,A00413
FIR001930,A01941
FIR000940,A00375
FIR007848,A01213
FIR000058,A01955
FIR009343,A00641
FIR003620,A00573
FIR008539,A00720
FIR000834,A00697
FIR003076,A01389
FIR007879,A01014
FIR000176,A00951
FIR008336,A00072
FIR009905,A00124
FIR002603,A01705
FIR001684,A00925
FIR001485,A00495
FIR009161,A00616
FIR002190,A01989
FIR009390,A00397
FIR004268,A01476
FIR009254,A01366
FIR003162,A00601
FIR005940,A01335
FIR001810,A01676
FIR005401,A00746
FIR000019,A00513
FIR004315,A01779
FIR007179,A00754
FIR005302,A01567
FIR008150,A00204
FIR008135,A01461
FIR001625,A01088
FIR003591,A01630
FIR008202,A00636
FIR004972,A01360
FIR001919,A00823
FIR000464,A01350
FIR007430,A01645
FIR005083,A01560
FIR009986,A00968
FIR009539,A00129
FIR007176,A00222
FIR001170,A01399
FIR002501,A01890
FIR006686,A01256
FIR001978,A01148
FIR003650,A01880
FIR006711,A01551
FIR003544,A01450
FIR006404,A00908
FIR002727,A00079
FIR000847,A00002
FIR003485,A00535
FIR008645,A00353
FIR006524,A00147
FIR009083,A01456
FIR002613,A01101
FIR005101,A01036
FIR001492,A00299
FIR009327,A00745
FIR006081,A00074
FIR000398,A01339
FIR005659,A00969
FIR008050,A01231
FIR009777,A01612
FIR001093,A00695
FIR000368,A00616
FIR008112,A00213
FIR002366,A00282
FIR007126,A00291
FIR002239,A00510
FIR006958,A01320
FIR009779,A01436
FIR007522,A00429
FIR003855,A00012
FIR003718,A01692
FIR003723,A01762
FIR006796,A00050
FIR002668,A01568
FIR004228,A00539
FIR009196,A00966
FIR009883,A01668
FIR001140,A00893
FIR003858,A01502
FIR007944,A00422
FIR006012,A01182
FIR008549,A00386
FIR001875,A00647
FIR006829,A01849
FIR006149,A01387
FIR007462,A00866
FIR003940,A01653
FIR000163,A00048
FIR004312,A00411
FIR002786,A00356
FIR000912,A00742
FIR005597,A01111
FIR006712,A01218
FIR009331,A01040
FIR006611,A00861
FIR005482,A01309
FIR000188,A01669
FIR002594,A01579
FIR005587,A00676
FIR001144,A00438
FIR004890,A01889
FIR002763,A01920
FIR007614,A00867
FIR009616,A01512
FIR004077,A01643
FIR000297,A00796
FIR006303,A00068
FIR000235,A01168
FIR003600,A00801
FIR007917,A00582
FIR000432,A01681
FIR004646,A00497
FIR005739,A01194
FIR000957,A01710
FIR001659,A01484
FIR006023,A01513
FIR009626,A00267
FIR001519,A01442
FIR008201,A00950
FIR007129,A01453
FIR003617,A01634
FIR006657,A01735
FIR000036,A01395
FIR008984,A01942
FIR006452,A01272
FIR002410,A01161
FIR002915,A00875
FIR006617,A01096
FIR002373,A01151
FIR000122,A00299
FIR009891,A01860
FIR006380,A00961
FIR007155,A00571
FIR001969,A00723
FIR009275,A01668
FIR009570,A00057
FIR004403,A01950
FIR007979,A01402
FIR004294,A00748
FIR007594,A01718
FIR006624,A00025
FIR009925,A00064
FIR006785,A00321
FIR008463,A01888
FIR005960,A00461
FIR003775,A01312
FIR007576,A00015
FIR002103,A00917
FIR001099,A01327
FIR006071,A01249
FIR001127,A00902
FIR004960,A01051
FIR000941,A01006
FIR008844,A01789
FIR008062,A01012
FIR000423,A01420
FIR009029,A01794
FIR001828,A00854
FIR009663,A00173
FIR001324,A00734
FIR003996,A00996
FIR003452,A01725
FIR005990,A01620
FIR006123,A00654
FIR007634,A01442
FIR001209,A00467
FIR001338,A01716
FIR001112,A00695
FIR007332,A01173
FIR005603,A00251
FIR009649,A01279
FIR003453,A00719
FIR003397,A01894
FIR003294,A01663
FIR005563,A00365
FIR007931,A01339
FIR000286,A01070
FIR001431,A01850
FIR001224,A00742
FIR001366,A01344
FIR003594,A00724
FIR001804,A01156
FIR007101,A00723
FIR009252,A00543
FIR003660,A00584
FIR002011,A01013
FIR001908,A01238
FIR000396,A01513
FIR009223,A00877
FIR004616,A01523
FIR005827,A00942
FIR001137,A00084
FIR003091,A00572
FIR003009,A00999
FIR003035,A01759
FIR006367,A00556
FIR005139,A00545
FIR006612,A01236
FIR006902,A00803
FIR002199,A00226
FIR000874,A00320
FIR009690,A00017
FIR008670,A00604
FIR000489,A00346
FIR007396,A00470
FIR001190,A00540
FIR009412,A01698
FIR003143,A01743
FIR009659,A00045
FIR000721,A01409
FIR007744,A01893
FIR004219,A01045
FIR005642,A01239
FIR007091,A01605
FIR009797,A00194
FIR002980,A00148
FIR005336,A01164
FIR000356,A01092
FIR000783,A00159
FIR006210,A01117
FIR006491,A01619
FIR006101,A00607
FIR009019,A00906
FIR003074,A01419
FIR000357,A01065
FIR003431,A01385
FIR009102,A01477
FIR003267,A00436
FIR002951,A00614
FIR000500,A01587
FIR006461,A00703
FIR000204,A01430
FIR000220,A00478
FIR001588,A01526
FIR001210,A01932
FIR000395,A01677
FIR009552,A00549
FIR008036,A00347
FIR007321,A00009
FIR004232,A00366
FIR008712,A00581
FIR005401,A00700
FIR004281,A01205
FIR007595,A01095
FIR000754,A00438
FIR003178,A01390
FIR002384,A00800
FIR009558,A00748
FIR006469,A00719
FIR000730,A01159
FIR002794,A00460
FIR001080,A00945
FIR000584,A00334
FIR007809,A00069
FIR005959,A01078
FIR000087,A01257
FIR005438,A01789
FIR001626,A00744
FIR004446,A00939
FIR005288,A00312
FIR008540,A01279
FIR006383,A01214
FIR003136,A01092
FIR000151,A00646
FIR000600,A01563
FIR007938,A00885
FIR004519,A00509
FIR002812,A01494
FIR007113,A01569
FIR002950,A00265
FIR009047,A00036
FIR000841,A00799
FIR006219,A00608
FIR002590,A00205
FIR001240,A01183
FIR001733,A01624
FIR004636,A00086
FIR001351,A01924
FIR007361,A00639
FIR002340,A00194
FIR005567,A00554
FIR006327,A00253
FIR000410,A00824
FIR008819,A00167
